country_iso2,WINDOWS,ANDROID,MACOSX,IOS,LINUX,CHROMEOS,SMART_TV,tls13,IPv6,HTTP/3,bw_p50
BI,31.390142113207546,59.451109,2.1223905471698115,5.402909811320755,1.424781716981132,0.20033222641509435,0.008334679245283019,66.43753916981133,5.724355056603774,19.02255958490566,3.8587066603773583
BJ,26.763064735849056,61.3456029245283,2.770623245283019,7.155566679245283,1.7955404905660377,0.1391111320754717,0.0304908679245283,61.76559220754717,3.3965661509433964,29.390477188679245,4.220145056603774
BL,22.8148379245283,13.517208377358491,29.82327486792453,33.045033018867926,0.5083813396226415,0.0802301320754717,0.21103428301886792,64.25627396226415,58.41221403773584,31.598093735849055,10.31300751724138
BM,34.81078494339623,17.86231962264151,17.978209,27.217505547169814,0.956255962264151,0.9732158679245283,0.2017090943396226,63.63443220754717,15.666850603773584,28.606737188679247,16.19307383018868
BN,35.20163860377359,41.35205254716981,6.499995452830189,15.059294566037735,1.5083606981132076,0.3316484339622641,0.047009641509433965,64.94095267924529,1.135253962264151,28.257018641509433,11.659422094339623
BO,37.70758328301887,52.4689959245283,2.803715245283019,5.46411558490566,1.429424471698113,0.07146530188679245,0.054700226415094345,66.19922249056603,36.54344109433963,28.260687339622642,8.708809075471697
BQ,36.28957460377359,26.30490837735849,13.522355830188678,21.200289528301887,1.020770641509434,1.4990838679245284,0.16301707547169814,64.44248318867925,2.985199056603774,30.420113547169812,13.88405316981132
BR,24.982445377358488,57.942804679245285,2.570950641509434,12.90689903773585,1.2674864528301888,0.29511481132075473,0.03429905660377358,61.77580569811321,46.54153020754717,30.917700716981134,20.235946396226417
BS,27.305873339622643,28.757803811320755,11.70870696226415,26.785796188679246,1.1290608113207548,4.222843358490566,0.08991539622641509,61.21942815094339,25.858470943396224,25.206754735849056,20.198374943396225
BT,30.33699275471698,48.029219867924525,5.739812245283019,14.612046698113208,1.0903926603773584,0.08769264150943397,0.10384322641509433,62.597179547169816,25.78804296226415,31.65300147169811,6.605127433962264
BV,,,,,,,,,,,
BW,15.442264716981132,75.24712601886793,2.1896703018867925,5.783622471698114,1.2242519433962262,0.048357245283018865,0.06470724528301887,63.26608950943396,4.696184018867925,33.29650718867925,9.98651116981132
BY,42.050958433962265,36.89495530188679,4.9818087924528305,13.355936377358491,2.2658966981132074,0.0252692641509434,0.42517509433962264,72.07433618867924,5.6642048490566035,18.609587566037735,15.993325132075473
BZ,41.203919622641514,31.44625771698113,7.01526058490566,15.727045018867923,0.9014053396226415,3.5514808301886793,0.1546309245283019,60.65648062264151,26.780237433962263,23.085872283018865,14.776596
CA,38.05827837735849,17.891884094339623,15.438859320754718,24.70410858490566,2.261726169811321,1.589059603773585,0.05608384905660378,67.65428726415094,30.73140909433962,25.17143130188679,30.410980943396225
CC,34.22686637735849,60.173483886792454,2.946502566037736,2.092042245283019,0.5611049433962264,0.0,0.0,87.28435541509434,78.5706117735849,0.8984725849056604,
CD,10.77342583018868,76.52694798113207,0.9272332452830188,11.206110716981131,0.4952876226415094,0.059863849056603774,0.011130830188679244,71.09609130188679,4.540064471698113,17.59877620754717,5.283427641509434
CF,19.960456396226416,70.86392466037736,1.0816260188679245,7.40901558490566,0.6070816603773584,0.07407824528301886,0.0038173584905660377,63.684386641509434,6.892963132075471,23.44528273584906,3.7944631132075473
CG,26.24670745283019,55.34209833962264,3.2714435660377355,12.855577603773584,2.045068358490566,0.18841845283018868,0.05068622641509434,62.59285683018868,22.554963603773583,24.843180641509434,4.685711603773585
CH,37.610486811320754,19.442969792452832,15.648001792452831,23.900679603773582,3.093554924528302,0.24023388679245283,0.06407324528301886,68.36293611320755,27.130489641509435,25.07657769811321,34.33335777358491
CI,20.96758735849057,61.850053264150944,2.7180643773584907,13.422066415094339,0.6661150566037737,0.3533329245283019,0.022780603773584904,66.6198700754717,17.60408558490566,23.571149320754717,4.812275264150943
CK,35.626176830188676,32.552971471698115,8.677872301886792,20.972005905660378,1.219646358490566,0.7317505849056604,0.21957643396226414,63.238881301886785,31.660780924528304,31.58265920754717,7.43208311764706
