country_iso2,mk_z_TLS 1.3,mk_p_TLS 1.3,trend_TLS 1.3,mk_z_IPv6,mk_p_IPv6,trend_IPv6,mk_z_HTTP/3,mk_p_HTTP/3,trend_HTTP/3,mk_z_bw_p50,mk_p_bw_p50,trend_bw_p50
AS,7.816446155542229,5.329070518200751e-15,↑,5.668649370898633,1.4392756320091848e-08,↑,-8.307371134889337,0.0,↓,-0.6673511437999744,0.5045478651788504,=
AT,-6.604475112779056,3.989275576543605e-11,↓,-3.39812134141826,0.0006785031847860168,↓,8.399419568516919,0.0,↑,-5.822063426944604,5.81254799847386e-09,↓
AU,3.229365879767692,0.0012406505876787488,↑,-2.216833109864283,0.02663449804818474,↓,1.7872737529355636,0.07389325404687463,=,-6.052184511013561,1.4289467387129662e-09,↓
AW,4.916920496273375,8.791623513637603e-07,↑,-1.2810073679838587,0.200191078141724,=,-4.088484593625131,4.342003778168291e-05,↓,-2.953220578884944,0.0031447716462931208,↓
AX,0.5753027101723917,0.5650865889224115,=,-4.425995516926267,9.599851751973532e-06,↓,-0.8207651998459454,0.4117800244863532,=,-3.520852586255037,0.0004301616841932976,↓
AZ,3.4288041526274546,0.000606246825564094,↑,1.2810073679838587,0.200191078141724,=,-0.5753027101723917,0.5650865889224115,=,-1.5571526688666069,0.11943424276230097,=
BA,0.5753027101723917,0.5650865889224115,=,-1.848639375353952,0.06450990304137028,=,4.594750978576835,4.332663667838688e-06,↑,-2.8765135508619584,0.004020949304190946,↓
BB,6.15957435024574,7.29407201305321e-10,↑,0.23779178687125524,0.8120425891131924,=,-3.367438530209066,0.0007586993804027387,↓,-5.4998939092480645,3.8001983115876214e-08,↓
BD,6.2823055950825175,3.3358826811991094e-10,↑,1.4344214240298299,0.15145203748853975,=,1.9253464033769376,0.05418603598038496,=,-1.7565909417263692,0.07898755806415148,=
BE,1.7412495361217721,0.08163984763713206,=,-1.0969105007286934,0.27268051796390647,=,6.236281378268726,4.480948945229102e-10,↑,-4.794189251436597,1.6333402879098458e-06,↓
BF,-2.539002627560822,0.011116898833438693,↓,-6.052184511013561,1.4289467387129662e-09,↓,4.318605677694087,1.5701803401491077e-05,↑,-7.248814148172135,4.2033043712308427e-13,↓
BG,-1.2503245567746646,0.2111810113860968,=,8.184639890052559,2.220446049250313e-16,↑,4.441336922530864,8.940168690241279e-06,↑,-0.6520097381953772,0.5143948902666007,=
BH,1.173617528751679,0.2405482569382471,=,6.144232944641144,8.035085929947172e-10,↑,3.4134627470228573,0.0006414292719272296,↑,-4.748165034622806,2.05270509301414e-06,↓
BI,-0.25313319247585236,0.8001652900501464,=,8.399419568516919,0.0,↑,1.5264698576574127,0.1268928916371319,=,-5.591942342875647,2.245433905478933e-08,↓
BJ,-5.024310335505554,5.052448239784013e-07,↓,8.399419568516919,0.0,↑,6.2823055950825175,3.3358826811991094e-10,↑,-6.895961819266402,5.350164755668629e-12,↓
BL,2.0480776482137144,0.040552391660693576,↑,-0.4679128709402119,0.6398468988078982,=,-1.5571526688666069,0.11943424276230097,=,-2.79495121372838,0.0051907547828196066,↓
BM,5.147041580342331,2.6462668589744e-07,↑,3.229365879767692,0.0012406505876787488,↑,-3.61290101988262,0.0003027903084371619,↓,-4.364629894507878,1.2733816624477257e-05,↓
BN,-2.0173948370045203,0.0436543256418489,↓,-4.763506440227403,1.9025753559276382e-06,↓,1.8639807809585491,0.06232440333404421,=,-5.622625154084841,1.8807721380298403e-08,↓
BO,-3.5668768030688285,0.0003612612128620629,↓,-2.661733872397599,0.00777393148306893,↓,5.101017363528539,3.37832564145657e-07,↑,-5.070334552319346,3.971170070560248e-07,↓
BQ,0.4679128709402119,0.6398468988078982,=,6.466402462337682,1.0036349529229938e-10,↑,1.8026151585401606,0.0714486747101466,=,-2.2935401378872684,0.021816927289280752,↓
BR,5.57660093727105,2.452636271854658e-08,↑,2.0634190538183117,0.039072831190206214,↑,-3.198683068558498,0.0013805684852219446,↓,-4.395312705717073,1.1061340232876304e-05,↓
BS,7.248814148172135,4.2033043712308427e-13,↑,8.169298484447962,2.220446049250313e-16,↑,-2.3088815434918653,0.0209501554287157,↓,-3.9504119431837563,7.80167978418067e-05,↓
BT,-3.0912932293263182,0.0019928672524018864,↓,3.643583831091814,0.0002688680270372945,↑,6.0828673222227545,1.1805203481429771e-09,↑,-4.456678328135461,8.323936086851447e-06,↓
BV,,,=,,,=,,,=,,,=
BW,1.311690179193053,0.18962469171893925,=,8.752271897422652,0.0,↑,-0.6826925494045715,0.49480113868669484,=,-5.131700174737734,2.8713663335899753e-07,↓
BY,-4.30326427208949,1.6829990043820686e-05,↓,-1.8946635921677433,0.05813698406793577,=,5.760697804526216,8.376689786260272e-09,↑,-4.103825999229727,4.0637314714819794e-05,↓
