iso3,iso2,status,rows,start,end,failures,file,note
KIR,KI,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\KIR.csv,no_recent_data_30d
KNA,KN,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\KNA.csv,no_recent_data_30d
KOR,KR,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\KOR.csv,no_recent_data_30d
KWT,KW,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\KWT.csv,no_recent_data_30d
LAO,LA,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\LAO.csv,no_recent_data_30d
LBN,LB,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\LBN.csv,no_recent_data_30d
LBR,LR,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\LBR.csv,no_recent_data_30d
LBY,LY,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\LBY.csv,no_recent_data_30d
LCA,LC,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\LCA.csv,no_recent_data_30d
LIE,LI,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\LIE.csv,no_recent_data_30d
LKA,LK,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\LKA.csv,no_recent_data_30d
LSO,LS,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\LSO.csv,no_recent_data_30d
LTU,LT,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\LTU.csv,no_recent_data_30d
LUX,LU,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\LUX.csv,no_recent_data_30d
LVA,LV,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\LVA.csv,no_recent_data_30d
MAC,MO,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MAC.csv,no_recent_data_30d
MAF,MF,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MAF.csv,no_recent_data_30d
MAR,MA,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MAR.csv,no_recent_data_30d
MCO,MC,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MCO.csv,no_recent_data_30d
MDA,MD,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MDA.csv,no_recent_data_30d
MDG,MG,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MDG.csv,no_recent_data_30d
MDV,MV,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MDV.csv,no_recent_data_30d
MEX,MX,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MEX.csv,no_recent_data_30d
MHL,MH,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MHL.csv,no_recent_data_30d
MKD,MK,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MKD.csv,no_recent_data_30d
MLI,ML,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MLI.csv,no_recent_data_30d
MLT,MT,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MLT.csv,no_recent_data_30d
MMR,MM,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MMR.csv,no_recent_data_30d
MNE,ME,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MNE.csv,no_recent_data_30d
MNG,MN,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MNG.csv,no_recent_data_30d
MNP,MP,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MNP.csv,no_recent_data_30d
MOZ,MZ,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MOZ.csv,no_recent_data_30d
MRT,MR,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MRT.csv,no_recent_data_30d
MSR,MS,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MSR.csv,no_recent_data_30d
MTQ,MQ,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MTQ.csv,no_recent_data_30d
MUS,MU,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MUS.csv,no_recent_data_30d
MWI,MW,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MWI.csv,no_recent_data_30d
MYS,MY,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MYS.csv,no_recent_data_30d
MYT,YT,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\MYT.csv,no_recent_data_30d
NAM,NA,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\NAM.csv,no_recent_data_30d
NCL,NC,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\NCL.csv,no_recent_data_30d
NER,NE,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\NER.csv,no_recent_data_30d
NFK,NF,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\NFK.csv,no_recent_data_30d
NGA,NG,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\NGA.csv,no_recent_data_30d
NIC,NI,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\NIC.csv,no_recent_data_30d
NIU,NU,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\NIU.csv,no_recent_data_30d
NLD,NL,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\NLD.csv,no_recent_data_30d
NOR,NO,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\NOR.csv,no_recent_data_30d
NPL,NP,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\NPL.csv,no_recent_data_30d
NRU,NR,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\NRU.csv,no_recent_data_30d
NZL,NZ,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\NZL.csv,no_recent_data_30d
OMN,OM,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\OMN.csv,no_recent_data_30d
PAK,PK,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\PAK.csv,no_recent_data_30d
PAN,PA,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\PAN.csv,no_recent_data_30d
PCN,PN,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\PCN.csv,no_recent_data_30d
PER,PE,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\PER.csv,no_recent_data_30d
PHL,PH,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\PHL.csv,no_recent_data_30d
PLW,PW,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\PLW.csv,no_recent_data_30d
PNG,PG,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\PNG.csv,no_recent_data_30d
POL,PL,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\POL.csv,no_recent_data_30d
PRI,PR,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\PRI.csv,no_recent_data_30d
PRK,KP,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\PRK.csv,no_recent_data_30d
PRT,PT,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\PRT.csv,no_recent_data_30d
PRY,PY,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\PRY.csv,no_recent_data_30d
PSE,PS,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\PSE.csv,no_recent_data_30d
PYF,PF,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\PYF.csv,no_recent_data_30d
QAT,QA,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\QAT.csv,no_recent_data_30d
REU,RE,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\REU.csv,no_recent_data_30d
ROU,RO,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\ROU.csv,no_recent_data_30d
RUS,RU,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\RUS.csv,no_recent_data_30d
RWA,RW,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\RWA.csv,no_recent_data_30d
SAU,SA,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SAU.csv,no_recent_data_30d
SDN,SD,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SDN.csv,no_recent_data_30d
SEN,SN,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SEN.csv,no_recent_data_30d
SGP,SG,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SGP.csv,no_recent_data_30d
SGS,GS,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SGS.csv,no_recent_data_30d
SHN,SH,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SHN.csv,no_recent_data_30d
SJM,SJ,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SJM.csv,no_recent_data_30d
SLB,SB,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SLB.csv,no_recent_data_30d
SLE,SL,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SLE.csv,no_recent_data_30d
SLV,SV,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SLV.csv,no_recent_data_30d
SMR,SM,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SMR.csv,no_recent_data_30d
SOM,SO,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SOM.csv,no_recent_data_30d
SPM,PM,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SPM.csv,no_recent_data_30d
SRB,RS,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SRB.csv,no_recent_data_30d
SSD,SS,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SSD.csv,no_recent_data_30d
STP,ST,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\STP.csv,no_recent_data_30d
SUR,SR,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SUR.csv,no_recent_data_30d
SVK,SK,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SVK.csv,no_recent_data_30d
SVN,SI,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SVN.csv,no_recent_data_30d
SWE,SE,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SWE.csv,no_recent_data_30d
SWZ,SZ,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SWZ.csv,no_recent_data_30d
SXM,SX,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SXM.csv,no_recent_data_30d
SYC,SC,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SYC.csv,no_recent_data_30d
SYR,SY,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\SYR.csv,no_recent_data_30d
TCA,TC,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\TCA.csv,no_recent_data_30d
TCD,TD,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\TCD.csv,no_recent_data_30d
TGO,TG,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\TGO.csv,no_recent_data_30d
THA,TH,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\THA.csv,no_recent_data_30d
TJK,TJ,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\TJK.csv,no_recent_data_30d
TKL,TK,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\TKL.csv,no_recent_data_30d
TKM,TM,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\TKM.csv,no_recent_data_30d
TLS,TL,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\TLS.csv,no_recent_data_30d
TON,TO,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\TON.csv,no_recent_data_30d
TTO,TT,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\TTO.csv,no_recent_data_30d
TUN,TN,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\TUN.csv,no_recent_data_30d
TUR,TR,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\TUR.csv,no_recent_data_30d
TUV,TV,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\TUV.csv,no_recent_data_30d
TWN,TW,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\TWN.csv,no_recent_data_30d
TZA,TZ,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\TZA.csv,no_recent_data_30d
UGA,UG,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\UGA.csv,no_recent_data_30d
UKR,UA,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\UKR.csv,no_recent_data_30d
UMI,UM,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\UMI.csv,no_recent_data_30d
URY,UY,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\URY.csv,no_recent_data_30d
USA,US,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\USA.csv,no_recent_data_30d
UZB,UZ,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\UZB.csv,no_recent_data_30d
VAT,VA,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\VAT.csv,no_recent_data_30d
VCT,VC,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\VCT.csv,no_recent_data_30d
VEN,VE,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\VEN.csv,no_recent_data_30d
VGB,VG,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\VGB.csv,no_recent_data_30d
VIR,VI,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\VIR.csv,no_recent_data_30d
VNM,VN,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\VNM.csv,no_recent_data_30d
VUT,VU,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\VUT.csv,no_recent_data_30d
WLF,WF,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\WLF.csv,no_recent_data_30d
WSM,WS,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\WSM.csv,no_recent_data_30d
YEM,YE,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\YEM.csv,no_recent_data_30d
ZAF,ZA,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\ZAF.csv,no_recent_data_30d
ZMB,ZM,NO_COVERAGE,0,2025-09-29T00:00:00Z,2026-03-24T00:00:00Z,0,E:\Webscraping\cloudflare_radar_vulnerabilite\scripts\outputs_regions_world\data\ZMB.csv,no_recent_data_30d
