date,country_iso2,metric,p75,p50,p25
2025-06-16 00:00:00+00:00,AI,DNS,,,
2025-06-23 00:00:00+00:00,AI,DNS,143.70046,128.694586,101.354954
2025-06-30 00:00:00+00:00,AI,DNS,5.0,5.0,5.0
2025-07-07 00:00:00+00:00,AI,DNS,72.266195,57.11645,48.976843
2025-07-14 00:00:00+00:00,AI,DNS,91.236893,74.253167,64.193658
2025-07-21 00:00:00+00:00,AI,DNS,116.316445,76.186416,60.160795
2025-07-28 00:00:00+00:00,AI,DNS,97.255247,46.716609,28.415029
2025-08-04 00:00:00+00:00,AI,DNS,89.470362,75.612022,68.1133
2025-08-11 00:00:00+00:00,AI,DNS,110.313938,89.496218,74.411016
2025-08-18 00:00:00+00:00,AI,DNS,124.37056,106.95985,90.644809
2025-08-25 00:00:00+00:00,AI,DNS,112.597459,90.945904,76.361737
2025-09-01 00:00:00+00:00,AI,DNS,107.180032,94.103964,86.561518
2025-09-08 00:00:00+00:00,AI,DNS,88.464368,80.463641,74.618834
2025-09-15 00:00:00+00:00,AI,DNS,90.0,87.0,86.25
2025-09-22 00:00:00+00:00,AI,DNS,112.202628,100.587566,89.932141
2025-09-29 00:00:00+00:00,AI,DNS,43.490801,42.494078,38.855154
2025-10-06 00:00:00+00:00,AI,DNS,106.0,75.0,68.0
2025-10-13 00:00:00+00:00,AI,DNS,55.957369,44.786327,35.610606
2025-10-20 00:00:00+00:00,AI,DNS,88.674792,81.192798,46.952911
2025-10-27 00:00:00+00:00,AI,DNS,83.627996,76.771967,72.759985
2025-11-03 00:00:00+00:00,AI,DNS,109.0,105.5,100.25
2025-11-10 00:00:00+00:00,AI,DNS,76.324087,64.821056,47.232517
2025-11-17 00:00:00+00:00,AI,DNS,80.848579,59.75644,45.353495
2025-11-24 00:00:00+00:00,AI,DNS,26.394426,23.743243,23.743243
2025-12-01 00:00:00+00:00,AI,DNS,53.840896,36.6827,33.261856
2025-12-08 00:00:00+00:00,AI,DNS,111.737924,99.390286,82.047617
2025-12-15 00:00:00+00:00,AI,DNS,54.055888,47.495784,39.140899
2025-12-22 00:00:00+00:00,AI,DNS,85.876311,69.449548,52.598491
2025-12-29 00:00:00+00:00,AI,DNS,204.473654,100.780661,75.039305
2026-01-05 00:00:00+00:00,AI,DNS,84.701947,66.442614,59.929877
2026-01-12 00:00:00+00:00,AI,DNS,73.468507,57.859917,55.564216
2026-01-19 00:00:00+00:00,AI,DNS,103.257766,68.419583,23.308101
2026-01-26 00:00:00+00:00,AI,DNS,91.022864,74.708453,62.577471
2026-02-02 00:00:00+00:00,AI,DNS,57.897716,54.90141,49.792583
2026-02-09 00:00:00+00:00,AI,DNS,98.064264,82.284417,70.374143
2026-02-16 00:00:00+00:00,AI,DNS,120.623274,112.019395,82.107111
2026-02-23 00:00:00+00:00,AI,DNS,112.555979,91.854796,79.269346
2026-03-02 00:00:00+00:00,AI,DNS,134.59555,101.647071,76.377747
2026-03-09 00:00:00+00:00,AI,DNS,102.918591,80.749788,66.551307
2026-03-16 00:00:00+00:00,AI,DNS,84.68013,70.559849,46.156419
2026-03-23 00:00:00+00:00,AI,DNS,88.134079,70.058827,56.543887
2026-03-30 00:00:00+00:00,AI,DNS,85.0,79.0,74.75
2026-04-06 00:00:00+00:00,AI,DNS,104.161102,94.584755,78.222759
2026-04-13 00:00:00+00:00,AI,DNS,104.275647,71.691605,43.83411
2026-04-20 00:00:00+00:00,AI,DNS,137.808797,115.858082,84.831765
2026-04-27 00:00:00+00:00,AI,DNS,91.032428,76.004635,60.954325
2026-05-04 00:00:00+00:00,AI,DNS,99.970837,82.685697,53.167425
2026-05-11 00:00:00+00:00,AI,DNS,106.39592,91.773739,75.391395
2026-05-18 00:00:00+00:00,AI,DNS,120.247317,95.889075,76.309601
2026-05-25 00:00:00+00:00,AI,DNS,85.467094,73.035675,59.320128
2026-06-01 00:00:00+00:00,AI,DNS,111.87697,81.24606,72.992119
2026-06-08 00:00:00+00:00,AI,DNS,86.872051,84.065654,66.3101
2025-06-09 00:00:00+00:00,AG,DNS,136.150868,93.928174,76.724837
2025-06-16 00:00:00+00:00,AG,DNS,124.75267,94.72172,72.313883
2025-06-23 00:00:00+00:00,AG,DNS,145.750471,97.549791,72.489507
2025-06-30 00:00:00+00:00,AG,DNS,130.162575,92.817183,71.799609
2025-07-07 00:00:00+00:00,AG,DNS,134.882467,90.789707,65.512575
2025-07-14 00:00:00+00:00,AG,DNS,157.397644,99.429181,74.411921
2025-07-21 00:00:00+00:00,AG,DNS,119.430702,78.646575,50.048548
2025-07-28 00:00:00+00:00,AG,DNS,136.174943,87.206264,60.712269
2025-08-04 00:00:00+00:00,AG,DNS,131.877462,92.757936,63.475152
2025-08-11 00:00:00+00:00,AG,DNS,121.261385,82.770907,48.490698
2025-08-18 00:00:00+00:00,AG,DNS,105.446088,73.176872,38.614392
2025-08-25 00:00:00+00:00,AG,DNS,113.836836,83.584943,50.172107
2025-09-01 00:00:00+00:00,AG,DNS,135.909642,90.592249,62.488437
2025-09-08 00:00:00+00:00,AG,DNS,149.057054,86.990513,61.105275
2025-09-15 00:00:00+00:00,AG,DNS,123.942635,94.336997,69.008791
2025-09-22 00:00:00+00:00,AG,DNS,133.523928,88.179933,58.546075
2025-09-29 00:00:00+00:00,AG,DNS,155.554637,104.690961,78.65857
2025-10-06 00:00:00+00:00,AG,DNS,142.291487,92.760951,75.23445
2025-10-13 00:00:00+00:00,AG,DNS,112.27517,80.466028,59.614151
2025-10-20 00:00:00+00:00,AG,DNS,136.186432,83.894153,65.869962
2025-10-27 00:00:00+00:00,AG,DNS,237.964445,200.541924,179.191329
2025-11-03 00:00:00+00:00,AG,DNS,134.619416,98.393096,69.034176
2025-11-10 00:00:00+00:00,AG,DNS,126.410278,89.827631,64.211479
2025-11-17 00:00:00+00:00,AG,DNS,138.584205,92.343044,58.106521
2025-11-24 00:00:00+00:00,AG,DNS,180.534743,108.485444,69.142954
2025-12-01 00:00:00+00:00,AG,DNS,167.367067,106.940027,75.36778
2025-12-08 00:00:00+00:00,AG,DNS,157.45578,110.506826,80.084084
2025-12-15 00:00:00+00:00,AG,DNS,162.346253,124.400027,88.900766
2025-12-22 00:00:00+00:00,AG,DNS,155.769476,106.489915,69.823555
2025-12-29 00:00:00+00:00,AG,DNS,164.602197,111.389529,84.76475
2026-01-05 00:00:00+00:00,AG,DNS,150.207301,100.952143,75.40077
2026-01-12 00:00:00+00:00,AG,DNS,194.624389,143.637129,103.075635
2026-01-19 00:00:00+00:00,AG,DNS,188.218535,132.757346,79.527345
2026-01-26 00:00:00+00:00,AG,DNS,152.797765,101.249644,85.448709
2026-02-02 00:00:00+00:00,AG,DNS,120.380314,97.7774,80.072787
2026-02-09 00:00:00+00:00,AG,DNS,156.284138,118.505703,83.863008
2026-02-16 00:00:00+00:00,AG,DNS,141.280299,108.240452,84.216835
2026-02-23 00:00:00+00:00,AG,DNS,150.230311,108.602161,71.438539
2026-03-02 00:00:00+00:00,AG,DNS,140.347537,102.098214,73.152327
