date,country_iso2,chrome,safari,edge,firefox,samsung,opera,ucbrowser,yandex,brave,coccoc
2025-06-23 00:00:00+00:00,AQ,95.666667,0.0,2.333333,1.333333,0.666667,0.0,0.0,0.0,0.0,0.0
2025-06-30 00:00:00+00:00,AQ,90.02849,1.709402,5.413105,1.994302,0.0,0.2849,0.2849,0.2849,0.0,0.0
2025-07-07 00:00:00+00:00,AQ,90.697674,1.550388,5.943152,1.29199,0.258398,0.258398,0.0,0.0,0.0,0.0
2025-07-14 00:00:00+00:00,AQ,94.017094,0.569801,3.418803,1.994302,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-21 00:00:00+00:00,AQ,91.624365,0.507614,5.329949,2.284264,0.253807,0.0,0.0,0.0,0.0,0.0
2025-07-28 00:00:00+00:00,AQ,90.452261,1.256281,4.773869,2.01005,0.251256,0.251256,1.005025,0.0,0.0,0.0
2025-08-04 00:00:00+00:00,AQ,93.877551,2.040816,2.915452,0.58309,0.58309,0.0,0.0,0.0,0.0,0.0
2025-08-11 00:00:00+00:00,AQ,96.415771,1.433692,2.150538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 00:00:00+00:00,AQ,95.59322,2.033898,2.033898,0.338983,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-25 00:00:00+00:00,AQ,93.680297,0.371747,4.460967,1.115242,0.371747,0.0,0.0,0.0,0.0,0.0
2025-09-01 00:00:00+00:00,AQ,95.541401,0.955414,2.866242,0.636943,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-08 00:00:00+00:00,AQ,92.332268,2.236422,3.833866,1.597444,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-15 00:00:00+00:00,AQ,94.293478,0.815217,3.804348,0.815217,0.0,0.271739,0.0,0.0,0.0,0.0
2025-09-22 00:00:00+00:00,AQ,93.478261,2.173913,3.532609,0.815217,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-29 00:00:00+00:00,AQ,91.019417,1.941748,3.398058,2.184466,0.242718,1.213592,0.0,0.0,0.0,0.0
2025-10-06 00:00:00+00:00,AQ,85.892116,3.941909,4.979253,2.074689,0.207469,2.904564,0.0,0.0,0.0,0.0
