country_iso2,bot_ratio,tls13,IPv6,HTTP/3,bw_p50
LB,0.14107344830047605,63.96082928301887,0.9630360943396227,30.80919116981132,6.163872433962265
LC,0.09482567358395741,64.53775266037736,19.33966637735849,30.01068056603774,7.209886226415094
LI,0.22263345131852838,67.8544859245283,19.92106490566038,25.022637754716982,41.80324247169811
LK,0.09738854188581855,55.88709760377358,47.20012516981132,39.16707428301887,6.307015150943395
LR,0.142046941130655,71.56411750943396,3.7020419433962264,19.06595016981132,3.66653541509434
LS,0.10612629886686326,55.481151830188686,0.6218856226415095,36.81134339622641,9.220262452830188
LT,0.2805213105632325,68.66586652830189,17.202435056603775,23.765195603773584,23.647347679245282
LU,0.3692376935812133,72.38169228301886,20.66102413207547,19.490848094339622,35.83344635849057
LV,0.22918819509204774,67.61246790566038,18.213154226415096,26.247772735849058,19.10362662264151
LY,0.21247170603561114,69.55677241509434,1.118406924528302,22.3484460754717,6.407686396226414
MA,0.17800551301708786,76.89635505660377,1.041767358490566,17.169384056603775,11.785316981132075
MC,0.16971739131905753,68.88101133962265,3.6212765471698116,26.977580094339622,45.93765371698113
MD,0.201763965092322,58.941818358490565,10.967527603773584,33.88078930188679,21.890142773584905
ME,0.11635951622525148,64.92366247169811,0.7617551886792453,30.52934037735849,17.231538547169812
MF,0.07614580207471024,65.13937541509434,42.76460586792453,30.667001698113204,11.306043461538462
MG,0.09805596792354773,60.70197856603773,6.748055018867924,28.90416224528302,6.456351169811321
MH,0.14095431282877913,60.207970622641504,19.629105226415092,33.389512396226415,4.668081754716981
MK,0.13656617056467207,56.379193830188676,0.7887924150943396,37.55787686792453,17.786988641509435
ML,0.2471201896201703,68.63529696226415,9.169845169811321,18.106824169811322,4.46389520754717
MM,0.29313491961971017,72.36231047169811,9.956776773584906,15.11704716981132,9.470098886792453
MN,0.11753377792335297,56.39362179245283,36.39778594339622,38.5039831509434,9.327585188679246
MO,0.16658813962097563,59.21068152830189,38.33577252830189,33.58080503773585,56.4685951509434
MP,0.10505067584800609,63.09224633962264,43.90236573584906,31.749259943396225,9.0523262
MQ,0.07791845509356043,62.934295094339625,7.837385433962265,32.84963988679245,10.012320905660378
MR,0.22482535094114794,66.95961333962265,1.4312757924528303,24.903160867924527,6.565362924528301
MS,0.1437336450929023,77.79412643396226,34.496389056603775,15.976178,9.63986742857143
MT,0.2057988211300175,66.04543716981132,1.1727162641509434,25.37605288679245,15.171376811320755
MU,0.130500979243978,57.07551405660378,1.6342337169811318,35.939991886792455,9.292395490566038
MV,0.09275086075378947,64.52074494339622,15.05404916981132,30.45233079245283,8.644601094339622
MW,0.11475029565922985,61.86364930188679,1.9580435849056603,27.711339264150944,4.595703245283019
