country,tls13,ipv6,http3,iqi_p50,region,cluster,cluster_label,pc1,pc2
ST,62.77666054716981,3.0552746603773584,24.004391811320755,6.203136188679245,Other,0,En transition,0.6654621807287769,-0.8954731459496679
SV,69.79476611320754,16.505828471698113,25.89725688679245,9.364139113207548,Other,0,En transition,-0.1574913663403419,-0.541839852818682
SX,66.17258449056604,26.950765811320757,27.42112216981132,11.367964603773585,Other,0,En transition,0.09594426352756888,0.03343058548269061
SY,72.09705443396226,0.4497654150943396,17.414255641509435,3.424606566037736,Other,1,En transition,-0.7009956409442746,-1.7161197708768468
SZ,69.71766928301888,2.00757641509434,25.0597421509434,11.320069886792451,Other,0,En transition,0.014384275223605584,-0.7849536957800621
TC,67.29621064150943,23.621335,27.30037037735849,12.96527758490566,Other,0,En transition,0.011393376995783305,0.017517045487481637
TD,66.80693556603774,12.40270062264151,18.072781584905663,3.595321716981132,Other,0,En transition,-0.35587770789414364,-1.199576676473913
TF,80.73054713207547,97.99547528301886,0.636372924528302,65.206349,Other,1,En transition,-5.799704091827941,4.002461034488513
TG,61.80710958490566,20.4772381509434,22.838055811320757,4.875031754716981,Other,0,En transition,0.36118585955798554,-0.5694969111197699
TH,62.45566309433963,42.53935258490566,32.68882203773585,27.46944747169811,APAC-Em,0,En transition,0.34268668299250465,1.835351517440867
TJ,60.66719501886792,0.3317985849056604,28.666634584905665,4.085156905660377,Other,0,En transition,1.3501578437677402,-0.8693639226904295
